student_id,age,gender,years_in_program,cumulative_gpa,backlogs_count,attendance_percentage,consecutive_absences_max,daily_study_hours,class_participation_score,extracurricular_involvement_score,peer_collaboration_score,ct1_marks_25,ct2_marks_25,assignment_marks_15,mid_sem_marks_35,risk_category
227,21,Male,1,4.78,3,66.2,5,2.52,6.76,8.15,5.02,13.8,17.5,10.0,24.0,Moderate-Risk
228,20,Female,1,5.4,2,66.9,3,1.06,8.61,5.08,7.22,12.1,15.8,6.7,20.1,Moderate-Risk
229,20,Male,1,9.33,0,76.8,0,1.66,6.96,4.28,6.32,18.0,22.3,12.9,28.4,Good-Performance
230,18,Male,4,6.08,2,87.6,2,1.07,4.86,6.5,4.08,13.9,19.5,8.9,19.9,Moderate-Risk
231,19,Female,2,9.09,0,84.3,4,3.38,8.21,7.53,7.47,20.3,20.2,11.1,28.9,Good-Performance
232,22,Male,2,8.97,0,89.5,0,3.08,6.3,7.76,6.04,19.1,16.4,10.7,24.4,Moderate-Risk
233,17,Female,3,5.54,3,78.5,0,1.06,6.55,5.69,6.79,13.4,22.6,8.3,18.9,Moderate-Risk
234,21,Male,3,7.93,4,99.9,0,4.6,8.16,1.72,6.93,14.4,19.6,9.0,23.3,Moderate-Risk
235,19,Female,2,6.59,0,86.1,0,3.28,5.89,6.98,7.68,23.9,18.0,8.1,24.9,Moderate-Risk
236,21,Female,4,5.28,3,66.1,0,1.52,4.88,4.22,6.84,12.9,13.0,6.1,22.6,High-Risk
237,20,Female,2,5.87,0,67.4,0,2.56,7.14,3.95,7.03,20.6,9.9,5.9,19.7,Moderate-Risk
238,19,Male,1,6.93,0,83.7,1,2.73,8.5,3.05,3.85,17.0,15.1,9.3,23.4,Moderate-Risk
239,18,Male,4,4.9,2,79.4,2,0.97,6.15,6.08,5.57,14.7,19.7,7.8,24.9,Moderate-Risk
240,20,Female,1,6.41,1,77.5,2,3.17,6.38,6.91,2.32,17.0,9.1,9.7,19.3,Moderate-Risk
241,17,Male,4,6.07,2,77.7,3,3.13,4.54,3.66,3.66,15.2,15.2,7.2,10.9,Moderate-Risk
242,20,Male,3,9.99,0,91.2,1,2.41,8.18,6.29,8.2,22.3,22.8,13.0,35.0,Good-Performance
243,17,Male,4,3.79,2,48.5,2,1.24,3.77,7.2,4.88,11.0,9.1,6.7,18.1,High-Risk
244,20,Female,1,6.96,2,82.6,0,3.2,6.9,5.73,7.91,17.0,24.2,10.1,27.7,Good-Performance
245,20,Female,2,7.18,0,80.4,0,2.01,8.39,5.0,5.31,15.1,10.4,9.5,22.9,Moderate-Risk
246,17,Female,4,6.05,1,75.5,0,3.88,4.19,4.7,5.44,17.9,12.2,9.0,19.9,Moderate-Risk
247,21,Female,4,6.17,3,87.5,0,4.07,8.22,3.69,6.68,12.9,17.1,9.0,15.1,Moderate-Risk
248,19,Male,4,7.82,1,90.6,1,2.69,7.41,6.52,8.61,23.8,19.4,9.8,24.4,Moderate-Risk
249,21,Male,2,8.15,1,78.1,0,2.88,6.74,7.28,7.66,20.0,18.4,11.0,24.2,Good-Performance
250,17,Male,3,6.04,0,81.3,3,2.34,5.25,5.26,5.12,15.5,17.3,8.2,22.4,Moderate-Risk
251,18,Female,2,8.4,1,84.5,2,2.82,7.61,4.11,5.6,22.2,17.1,8.1,28.9,Good-Performance
252,19,Male,2,7.71,2,68.8,3,2.69,10.0,5.98,7.1,22.3,18.5,10.6,33.0,Good-Performance
253,18,Female,2,7.99,0,82.6,1,3.61,3.15,3.19,9.04,19.4,14.9,10.1,25.2,Moderate-Risk
254,18,Female,3,5.37,3,68.1,2,3.83,2.78,7.51,5.51,14.2,15.8,8.9,19.4,Moderate-Risk
255,20,Male,2,6.67,3,84.6,0,4.29,6.57,7.28,4.92,12.7,12.4,10.8,30.7,Moderate-Risk
256,17,Female,1,6.97,1,87.7,1,3.61,7.42,5.99,5.17,15.7,13.4,9.7,21.8,Good-Performance
257,21,Male,4,5.45,2,65.4,1,0.0,6.88,4.14,5.95,13.4,15.9,7.9,18.1,High-Risk
258,17,Female,4,3.56,0,55.4,2,0.0,5.4,4.62,6.4,12.5,8.9,7.8,15.2,High-Risk
259,18,Female,2,1.97,4,65.4,2,1.84,2.29,1.52,3.95,10.4,17.9,5.7,10.9,High-Risk
260,20,Female,4,6.95,2,100.0,0,4.01,7.97,3.47,7.87,18.5,15.6,8.8,22.4,Moderate-Risk
261,21,Male,4,5.49,0,62.9,7,3.24,5.81,6.47,5.03,16.0,15.3,9.4,22.0,Moderate-Risk
262,18,Male,1,5.06,4,69.3,1,1.28,6.7,3.45,8.14,14.7,16.8,8.5,20.4,High-Risk
263,18,Male,3,9.28,1,83.0,1,4.55,6.04,9.77,6.45,25.0,22.6,9.4,25.9,Good-Performance
264,22,Male,4,7.27,3,76.1,2,3.3,4.08,4.01,5.17,17.1,15.8,10.8,21.9,Moderate-Risk
265,22,Male,3,9.75,0,88.5,0,4.6,6.79,3.14,1.99,20.0,20.0,11.3,30.1,Good-Performance
266,20,Male,1,7.2,4,73.7,0,1.13,7.17,5.67,5.76,16.7,19.9,11.5,21.3,Moderate-Risk
267,19,Other,3,5.89,0,74.3,1,1.96,6.16,5.76,6.12,15.8,13.7,8.1,14.6,High-Risk
268,19,Male,3,6.85,0,81.7,1,4.46,6.75,7.73,6.3,17.8,16.8,11.5,35.0,Moderate-Risk
269,20,Male,3,6.14,3,65.7,1,3.51,5.46,4.49,6.86,20.5,17.2,12.0,24.6,Good-Performance
270,20,Female,1,5.56,3,84.8,2,2.92,6.02,3.22,5.5,17.9,21.2,10.4,21.4,Moderate-Risk
271,18,Female,1,5.9,0,75.1,2,1.38,7.61,3.83,7.31,17.9,11.0,8.4,15.7,High-Risk
272,17,Female,4,6.35,3,73.1,3,2.68,10.0,7.41,5.52,18.1,15.5,8.4,17.2,Moderate-Risk
273,17,Female,2,4.7,2,72.3,3,2.96,6.21,8.28,7.64,13.9,13.3,9.1,16.7,High-Risk
274,22,Female,4,8.51,0,94.1,0,2.79,9.03,3.81,8.22,20.7,19.7,9.6,22.9,Good-Performance
275,19,Female,2,6.26,3,80.8,1,1.48,5.09,4.7,6.41,14.7,12.3,6.9,22.5,High-Risk
276,19,Male,4,8.79,0,100.0,0,3.45,10.0,7.77,8.06,22.1,25.0,12.6,31.5,Good-Performance
277,19,Female,1,5.28,5,63.9,3,0.82,4.12,6.47,5.28,14.2,8.5,7.6,15.6,High-Risk
278,21,Male,4,6.83,4,81.3,2,1.16,4.62,3.82,5.57,14.5,17.6,9.3,18.4,Moderate-Risk
279,17,Male,4,8.71,0,100.0,0,4.3,9.59,2.63,6.48,16.7,25.0,11.2,21.3,Good-Performance
280,17,Male,2,5.3,4,67.2,7,1.64,5.62,3.65,7.99,13.8,12.2,8.8,9.7,High-Risk
281,18,Male,2,5.57,4,80.9,0,3.14,8.42,6.65,6.9,16.7,17.3,8.8,23.8,Moderate-Risk
282,19,Female,4,5.22,5,52.9,5,0.27,6.59,1.96,5.09,17.4,10.1,9.0,18.0,Moderate-Risk
283,21,Male,3,5.71,1,60.7,2,2.72,3.47,5.35,5.52,13.4,11.4,8.4,14.3,High-Risk
284,19,Male,3,6.64,3,85.3,1,3.9,6.98,,5.6,15.8,17.7,8.8,26.1,Moderate-Risk
285,19,Male,2,5.26,3,73.2,1,1.86,4.07,3.48,6.0,10.3,11.0,9.0,20.3,High-Risk
286,22,Female,4,5.27,2,73.1,2,2.44,8.02,3.97,6.28,13.8,18.3,6.9,21.7,Moderate-Risk
287,17,Male,3,7.63,0,77.6,2,3.69,6.77,6.7,4.24,15.1,16.1,9.2,22.4,Moderate-Risk
288,20,Female,2,6.08,3,74.8,1,3.47,5.13,6.01,4.34,11.8,14.8,10.2,20.8,High-Risk
289,20,Female,2,5.25,2,71.9,3,2.17,2.51,7.02,4.87,5.9,11.0,12.0,22.5,Moderate-Risk
290,19,Male,1,8.72,0,67.4,0,3.86,8.39,3.32,8.67,21.8,22.8,8.7,30.7,Good-Performance
291,21,Female,4,7.01,3,89.3,0,4.58,6.6,1.59,3.5,19.4,18.1,10.9,25.1,Moderate-Risk
292,18,Male,4,5.2,3,70.7,4,2.35,5.1,5.31,6.54,20.0,11.0,4.2,18.7,High-Risk
293,22,Male,2,4.65,0,67.7,5,0.74,5.98,4.92,8.53,7.3,9.2,6.9,34.2,High-Risk
294,18,Female,2,4.89,3,71.1,2,2.88,4.23,3.96,7.29,19.8,9.9,7.0,26.7,High-Risk
295,20,Female,1,8.69,0,69.9,2,2.82,4.15,0.99,5.79,16.8,19.6,10.3,24.2,Moderate-Risk
296,20,Male,1,7.55,4,70.4,2,2.75,6.57,6.67,5.97,11.6,16.5,12.1,28.8,Moderate-Risk
297,22,Female,4,7.58,0,95.4,0,3.23,5.94,0.0,7.15,12.0,25.0,12.3,27.3,Moderate-Risk
298,19,Male,3,7.42,1,71.1,1,3.11,5.82,6.37,8.43,13.5,13.5,8.5,26.9,Moderate-Risk
299,18,Female,2,5.11,2,79.6,0,3.33,4.53,6.28,6.98,16.7,8.7,9.2,16.3,High-Risk
300,17,Female,1,7.68,0,75.4,2,3.26,4.77,6.15,6.23,19.4,17.9,11.1,28.6,Good-Performance
301,19,Female,1,6.52,3,75.8,2,3.62,3.48,4.81,7.51,13.5,22.0,7.2,24.3,Moderate-Risk
302,21,Female,3,5.29,1,75.2,1,2.8,6.52,0.39,6.57,20.3,17.8,9.8,23.0,Moderate-Risk
303,17,Male,1,4.22,4,65.4,5,2.52,6.68,1.73,6.47,12.2,11.6,7.7,14.8,High-Risk
304,22,Female,2,6.22,0,70.3,0,2.22,7.23,3.27,7.4,9.3,12.7,14.2,21.0,Moderate-Risk
305,20,Female,4,7.28,0,95.3,0,2.86,7.5,8.64,5.54,23.3,18.1,13.4,21.5,Moderate-Risk
306,17,Female,3,5.79,2,90.4,0,3.66,8.42,6.85,10.0,11.4,18.7,9.9,19.1,Moderate-Risk
307,18,Male,4,7.68,0,84.0,1,2.62,6.21,4.58,6.48,14.9,15.6,8.3,23.4,Moderate-Risk
308,20,Male,1,3.09,4,54.8,2,0.05,5.47,3.71,5.82,8.2,9.0,5.6,15.6,High-Risk
309,18,Male,2,6.29,3,59.9,4,0.92,4.72,5.21,7.21,14.9,14.3,10.4,21.1,High-Risk
310,17,Male,4,6.47,1,66.8,4,3.5,4.81,6.63,7.61,13.5,15.6,10.1,24.2,Moderate-Risk
311,20,Male,4,8.89,0,100.0,0,5.25,9.26,5.54,5.82,16.2,20.9,14.8,35.0,Good-Performance
312,21,Male,3,5.02,7,57.0,3,1.9,5.66,2.16,3.57,10.5,7.8,8.2,13.0,High-Risk
313,17,Female,3,8.39,1,76.8,4,2.15,7.65,7.81,6.03,21.0,18.5,12.2,31.0,Good-Performance
314,18,Male,1,8.69,1,86.3,1,3.34,4.99,5.9,6.42,19.1,18.2,8.8,30.1,Good-Performance
315,18,Female,3,5.11,1,50.2,7,1.65,6.62,3.93,5.21,17.2,17.6,10.6,13.5,High-Risk
316,20,Male,1,5.0,2,62.3,3,1.27,6.66,5.65,6.29,16.2,14.0,9.9,23.2,Moderate-Risk
317,21,Female,1,5.64,0,66.5,3,2.17,5.48,7.37,5.9,14.3,15.9,11.4,24.6,Moderate-Risk
318,21,Male,2,4.43,2,61.3,2,1.77,5.83,5.71,3.71,9.3,12.2,7.2,17.8,High-Risk
319,22,Male,1,6.02,1,74.5,2,1.59,7.61,5.82,7.51,15.3,16.2,9.6,16.8,Moderate-Risk
320,21,Female,1,8.08,0,95.4,0,3.78,6.53,8.01,7.65,20.7,14.2,13.1,27.9,Good-Performance
321,18,Female,1,7.13,0,72.5,2,1.32,5.39,3.69,6.37,17.3,18.0,9.9,26.2,Moderate-Risk
322,17,Male,2,5.71,0,75.1,1,3.89,5.73,3.03,6.73,16.6,10.4,8.4,22.3,Moderate-Risk
323,20,Male,4,6.62,1,76.2,0,2.24,3.02,4.06,4.62,15.6,14.8,7.9,17.2,Moderate-Risk
324,22,Female,4,7.45,0,76.5,1,3.75,7.14,6.68,6.25,17.6,20.0,10.6,23.6,Moderate-Risk
325,22,Female,1,8.6,1,86.6,2,3.29,8.43,6.92,7.69,15.9,25.0,9.8,27.3,Good-Performance
326,18,Male,1,4.77,0,77.1,1,2.42,6.83,5.32,4.32,11.2,11.4,7.7,19.6,High-Risk
327,18,Male,4,9.1,0,64.9,2,2.71,7.59,3.31,4.98,22.5,17.3,14.2,35.0,Good-Performance
328,17,Male,1,6.99,0,90.8,1,2.87,9.05,,4.67,16.8,14.5,14.4,30.8,Good-Performance
329,17,Female,3,6.27,2,81.8,0,2.38,6.71,2.68,8.87,11.8,15.5,10.2,27.7,Moderate-Risk
330,20,Male,1,4.75,5,72.7,1,1.85,3.32,4.08,5.25,12.2,20.8,10.0,19.3,Moderate-Risk
331,20,Male,3,5.59,1,81.1,0,2.88,6.01,3.59,8.36,14.4,8.3,7.8,17.1,High-Risk
332,19,Female,1,5.7,3,61.0,4,2.63,7.59,7.12,6.41,14.5,5.0,8.5,27.6,High-Risk
333,18,Male,3,6.12,1,65.8,0,1.74,6.55,4.65,9.0,12.0,18.7,10.1,20.7,Moderate-Risk
334,21,Male,2,3.72,5,63.2,2,1.16,4.28,8.29,7.7,14.3,13.5,5.3,15.2,High-Risk
335,19,Male,1,7.21,0,62.0,0,2.82,7.33,6.6,5.44,18.0,17.4,9.9,23.8,Moderate-Risk
336,21,Male,2,7.49,0,84.5,0,3.21,7.89,3.14,6.75,23.6,20.2,13.9,22.4,Good-Performance
337,22,Male,2,8.69,3,88.1,2,2.95,6.67,4.37,4.83,17.7,20.4,11.2,26.7,Good-Performance
338,18,Male,4,5.64,4,76.4,1,2.65,6.07,3.93,7.21,15.9,16.9,9.1,23.7,Moderate-Risk
339,18,Female,2,5.45,0,70.3,1,1.22,5.16,7.77,7.65,9.7,10.1,7.7,16.6,High-Risk
340,22,Female,1,6.76,3,76.8,1,2.43,7.41,6.69,9.3,6.9,12.8,9.7,22.5,Moderate-Risk
341,20,Male,3,7.07,1,74.2,0,3.26,4.78,1.83,8.02,15.8,12.4,9.6,18.8,Moderate-Risk
342,18,Female,1,7.81,1,77.3,1,3.28,7.08,6.05,7.07,13.1,15.0,11.6,31.3,Moderate-Risk
343,20,Male,4,8.06,1,85.7,0,4.13,8.24,,7.18,21.1,20.7,11.5,27.3,Moderate-Risk
344,20,Female,4,7.75,0,75.5,3,4.67,7.28,2.45,6.09,22.5,22.9,12.6,32.4,Good-Performance
345,22,Male,1,5.24,2,77.7,0,0.37,6.02,3.35,8.94,13.5,11.4,4.8,15.9,High-Risk
346,18,Female,3,7.08,3,73.3,2,2.94,6.44,4.57,4.99,14.0,17.6,8.5,25.5,Moderate-Risk
347,22,Male,3,6.4,0,77.8,2,1.75,6.92,0.57,4.83,14.9,14.6,8.0,14.9,Moderate-Risk
348,22,Female,1,6.1,3,74.7,2,1.34,5.64,5.44,4.48,17.2,12.7,9.9,19.2,High-Risk
349,18,Male,3,7.52,0,72.9,3,2.48,6.51,5.17,7.91,19.6,15.4,11.5,33.4,Moderate-Risk
350,17,Female,2,8.69,0,94.2,0,3.01,6.06,4.49,7.66,16.0,19.2,12.4,28.1,Moderate-Risk
351,20,Male,2,9.36,1,95.7,0,3.35,7.31,5.07,7.13,14.2,22.7,11.7,27.1,Good-Performance
352,17,Female,3,8.31,1,66.6,1,2.29,3.25,4.55,6.12,17.9,18.0,10.2,16.3,Moderate-Risk
353,18,Male,3,6.57,2,75.6,1,2.4,6.24,2.75,4.47,15.6,15.0,12.1,22.7,Moderate-Risk
354,19,Female,3,6.0,2,81.1,1,4.5,7.21,3.72,6.85,17.9,20.6,9.7,20.8,Moderate-Risk
355,22,Female,2,1.89,6,45.0,3,0.0,4.21,3.45,7.69,10.1,15.3,3.3,17.5,High-Risk
356,22,Other,3,7.52,0,72.3,2,4.6,8.35,6.26,5.05,19.7,15.3,12.8,22.7,Good-Performance
357,17,Male,2,5.13,1,67.9,3,2.23,7.85,2.87,4.74,14.5,11.2,10.8,24.6,Moderate-Risk
358,22,Male,3,5.97,1,69.6,1,2.51,6.37,3.89,6.74,16.2,12.5,12.1,22.4,Moderate-Risk
359,17,Male,1,7.89,1,70.2,3,1.23,5.02,5.05,7.15,25.0,20.2,9.9,20.2,Moderate-Risk
360,21,Male,2,4.05,4,58.4,4,2.19,6.64,1.95,7.55,11.7,11.5,7.1,18.1,High-Risk
361,22,Female,2,4.77,3,66.4,0,0.46,6.77,4.09,8.17,11.9,13.1,8.9,25.1,High-Risk
362,22,Other,2,8.85,0,83.1,1,4.48,8.09,5.05,6.86,23.2,22.8,12.7,32.0,Good-Performance
363,18,Other,1,7.77,2,91.3,2,4.3,6.13,5.31,3.74,18.9,17.4,11.3,25.6,Moderate-Risk
364,22,Male,2,5.25,2,71.7,5,0.88,6.37,5.68,7.05,14.3,11.9,7.5,17.5,Moderate-Risk
365,17,Female,1,7.01,2,84.5,2,3.45,5.99,3.45,7.98,13.3,12.5,10.2,27.9,Moderate-Risk
366,20,Female,2,8.61,0,71.8,2,3.39,5.71,2.79,5.21,14.7,18.2,10.6,27.9,Moderate-Risk
367,19,Female,2,8.5,0,75.3,0,1.36,7.36,4.04,6.27,18.1,20.8,10.6,17.9,Good-Performance
368,18,Male,3,4.73,7,64.8,1,0.24,3.6,5.37,2.46,10.6,5.7,5.1,18.6,High-Risk
369,17,Male,4,8.6,0,93.4,0,3.97,8.92,4.4,6.36,19.5,19.6,11.5,30.5,Good-Performance
370,21,Female,4,6.4,1,79.9,0,3.63,7.4,,8.88,21.6,12.7,9.2,26.1,Moderate-Risk
371,19,Male,4,6.13,4,69.0,1,0.96,5.81,9.41,5.5,18.1,18.1,6.7,25.9,Moderate-Risk
372,20,Male,4,4.5,2,64.9,4,1.58,5.17,3.4,4.45,16.1,7.0,6.0,14.5,High-Risk
373,19,Other,1,8.05,0,84.1,0,4.08,5.55,2.33,9.05,15.9,14.0,12.2,24.9,Moderate-Risk
374,19,Other,2,6.8,2,99.7,1,3.78,5.76,3.59,7.07,21.3,20.6,11.1,24.4,Good-Performance
375,22,Female,2,4.55,2,67.7,1,0.96,7.76,6.73,7.27,5.6,9.7,8.3,18.0,High-Risk
376,17,Female,1,5.8,0,76.3,1,2.71,5.92,6.14,6.42,15.3,9.5,8.6,19.2,Moderate-Risk
377,21,Male,4,9.85,0,92.6,0,5.97,6.52,8.57,5.29,25.0,25.0,13.0,31.7,Good-Performance
378,21,Male,4,6.23,2,68.8,0,3.28,7.45,2.98,6.1,12.9,16.6,10.3,21.9,Moderate-Risk
379,19,Male,3,6.47,4,71.3,5,2.71,4.16,4.4,8.32,9.5,20.2,8.3,17.5,High-Risk
380,18,Female,4,5.41,4,78.6,2,1.8,6.62,,5.29,13.1,9.3,7.7,24.9,High-Risk
381,17,Male,3,9.4,0,88.7,1,3.83,9.94,2.9,9.04,25.0,18.3,11.3,22.1,Good-Performance
382,22,Female,2,6.63,0,82.7,3,3.42,6.66,7.32,6.86,24.2,16.2,10.6,29.4,Moderate-Risk
383,22,Male,1,7.9,0,80.4,1,2.94,8.99,5.07,7.33,23.9,23.3,13.1,20.2,Good-Performance
384,18,Female,4,6.37,1,67.0,1,3.7,7.26,3.4,3.95,13.7,10.5,8.3,23.3,Moderate-Risk
385,17,Male,3,8.27,0,87.3,0,2.13,9.73,1.57,7.58,19.7,18.4,9.0,23.3,Good-Performance
386,17,Male,2,5.24,2,67.6,5,1.37,6.39,6.04,6.18,20.6,14.1,8.2,12.7,High-Risk
387,17,Male,1,6.56,0,81.7,1,2.6,5.76,7.95,3.73,19.5,20.3,8.7,28.1,Moderate-Risk
388,21,Male,3,6.89,2,81.3,2,3.15,3.49,5.68,5.76,11.8,13.9,11.2,26.3,Good-Performance
389,22,Female,4,7.77,1,81.0,0,4.2,6.07,,5.58,22.8,21.0,11.6,28.4,Good-Performance
390,17,Male,2,6.37,2,83.9,1,4.1,5.96,5.53,6.59,15.0,15.2,8.8,24.7,Moderate-Risk
391,21,Male,4,6.67,3,62.1,2,2.07,6.98,6.84,5.11,13.2,10.0,8.7,16.7,High-Risk
392,18,Female,2,5.8,0,77.9,2,1.91,8.2,7.45,5.12,18.6,15.7,9.7,20.8,Moderate-Risk
393,19,Female,4,4.07,3,63.5,5,1.03,3.25,0.0,5.79,9.6,9.8,6.4,12.4,High-Risk
394,20,Male,3,4.16,3,71.1,1,0.36,6.58,4.36,5.72,7.6,10.8,4.0,10.9,High-Risk
395,21,Male,3,7.87,1,77.3,0,3.63,5.66,3.76,5.63,22.0,24.8,12.9,25.0,Good-Performance
396,22,Male,4,6.18,3,61.6,2,1.24,4.37,5.38,4.04,16.8,15.6,7.7,25.1,Moderate-Risk
397,17,Female,4,6.76,3,71.4,4,2.13,3.91,4.21,5.7,16.1,14.9,11.1,23.2,Moderate-Risk
398,18,Male,2,7.39,2,91.1,0,4.63,7.74,5.89,7.51,25.0,20.7,8.9,27.8,Good-Performance
399,18,Male,4,8.08,1,65.6,1,3.78,5.93,5.67,6.6,20.5,17.3,13.2,23.9,Good-Performance
400,18,Male,2,6.61,1,86.2,0,1.98,8.88,1.17,6.22,18.7,20.1,11.3,26.3,Moderate-Risk
401,22,Female,1,7.98,0,89.4,1,3.74,6.48,0.65,3.83,20.6,19.3,12.5,20.6,Good-Performance
402,21,Male,3,7.22,0,67.7,4,0.89,7.43,6.51,5.21,13.7,17.8,7.6,20.9,Moderate-Risk
403,18,Female,2,6.65,2,76.2,2,2.69,4.65,3.34,4.81,12.1,15.9,10.1,18.6,Moderate-Risk
404,22,Male,2,6.9,3,75.9,2,4.18,7.97,8.44,7.85,20.0,16.2,7.5,22.6,Moderate-Risk
405,19,Female,2,5.09,2,55.3,2,0.4,5.06,6.7,7.22,10.3,16.7,6.3,15.2,High-Risk
406,20,Male,1,8.57,0,66.1,4,1.95,7.0,1.42,6.87,25.0,15.2,12.1,23.8,Moderate-Risk
407,19,Male,1,3.63,3,63.2,1,0.0,3.89,3.41,5.26,5.7,10.0,4.8,11.8,High-Risk
408,17,Male,3,6.44,3,69.7,1,2.86,5.12,5.48,7.98,11.9,12.8,8.3,20.6,Moderate-Risk
409,22,Female,1,6.91,1,77.1,2,4.05,7.07,4.11,7.36,17.7,19.3,12.0,28.3,Moderate-Risk
410,17,Female,3,5.06,3,78.6,1,2.27,8.6,4.65,3.61,10.8,9.6,8.6,16.5,High-Risk
411,18,Male,2,4.79,4,71.7,0,0.98,4.31,2.78,8.23,9.4,13.0,11.1,16.6,Moderate-Risk
412,18,Male,1,9.7,0,78.5,1,3.95,6.95,5.69,6.15,23.5,18.2,12.3,29.3,Good-Performance
413,18,Female,2,7.53,1,94.0,0,4.99,6.56,5.04,7.72,12.8,24.8,13.4,28.9,Good-Performance
414,17,Male,2,6.02,1,83.1,1,1.67,3.81,6.51,6.47,14.6,18.0,8.1,19.5,High-Risk
415,17,Male,4,6.06,2,77.7,0,2.25,3.76,4.9,3.82,15.3,12.1,9.2,27.3,Moderate-Risk
416,21,Male,4,3.93,5,60.8,1,1.69,3.96,3.74,5.09,15.1,8.2,6.0,20.0,High-Risk
417,22,Female,2,6.7,0,67.8,7,1.67,5.86,5.27,3.28,19.1,15.9,10.9,29.7,Moderate-Risk
418,17,Female,1,7.33,1,69.7,1,3.2,8.06,5.73,5.45,24.7,18.1,9.8,23.5,Moderate-Risk
419,18,Female,3,4.4,6,64.4,4,1.7,6.24,,6.46,9.3,11.3,6.5,14.9,High-Risk
420,20,Female,2,6.27,0,85.6,1,0.79,5.4,7.46,6.18,11.6,14.5,6.9,12.4,Moderate-Risk
421,22,Male,2,6.69,1,71.9,0,1.65,7.58,2.83,5.51,25.0,20.6,11.7,23.9,Moderate-Risk
422,21,Male,2,8.44,1,77.4,2,2.4,5.7,6.82,5.76,18.8,19.5,11.5,24.5,Moderate-Risk
423,21,Male,3,6.39,1,86.0,2,3.11,6.4,2.56,6.45,13.3,13.3,10.3,21.3,Moderate-Risk
424,20,Male,2,6.8,1,69.3,2,1.53,6.34,6.31,7.28,9.6,7.9,11.1,24.2,High-Risk
425,19,Male,4,9.87,0,100.0,0,4.45,10.0,0.89,6.06,21.4,25.0,13.3,26.1,Good-Performance
426,18,Male,2,5.76,3,75.5,3,2.34,6.67,4.4,6.11,13.5,15.0,10.6,26.5,Moderate-Risk
427,22,Male,2,7.92,0,91.9,0,3.14,4.97,6.91,4.11,15.7,10.4,12.1,27.8,Good-Performance
428,21,Female,4,5.72,1,76.9,2,2.51,7.1,4.17,4.59,7.9,15.6,8.4,21.3,High-Risk
429,17,Male,2,7.7,0,88.4,1,3.3,8.77,4.79,8.45,17.2,12.9,11.0,28.8,Moderate-Risk
430,21,Male,1,3.88,2,64.5,3,1.32,6.39,,8.57,13.1,15.9,5.8,9.3,High-Risk
431,17,Female,1,7.2,0,73.2,0,2.42,4.43,0.33,6.19,11.3,18.5,5.1,21.7,High-Risk
432,21,Female,3,5.87,1,71.6,1,1.73,5.61,5.56,5.63,11.1,11.7,6.4,11.6,High-Risk
433,21,Female,3,5.27,1,78.4,3,1.83,5.96,3.06,5.49,12.7,10.6,6.5,21.1,High-Risk
434,17,Female,2,7.79,0,89.9,1,3.11,10.0,6.85,8.83,20.2,21.5,9.7,23.1,Moderate-Risk
435,19,Female,1,5.74,2,61.6,2,3.7,6.41,4.75,0.45,20.0,18.4,7.6,17.0,Moderate-Risk
436,17,Male,1,6.29,1,83.7,0,2.68,9.52,,10.0,19.0,18.0,14.5,23.7,Moderate-Risk
437,20,Male,2,8.72,0,85.7,1,4.94,6.42,2.56,6.4,17.0,19.6,10.7,27.8,Good-Performance
438,22,Female,2,7.18,4,71.2,1,1.86,5.79,6.53,2.34,15.3,13.2,10.2,22.4,Moderate-Risk
439,17,Male,2,7.53,0,89.7,0,4.02,6.48,4.86,9.99,20.4,18.1,8.7,29.4,Moderate-Risk
440,19,Male,2,6.8,0,97.8,0,4.53,8.72,1.9,3.14,14.5,17.9,11.5,34.8,Good-Performance
441,22,Male,3,6.65,1,75.4,3,2.29,8.04,3.88,3.22,13.4,14.8,10.8,20.1,Moderate-Risk
442,18,Male,3,7.09,1,97.3,0,2.5,7.95,6.24,5.25,15.4,15.3,9.4,26.0,Good-Performance
443,17,Male,3,8.49,0,81.4,2,3.59,7.69,5.17,6.3,20.7,25.0,11.8,29.2,Good-Performance
444,19,Male,3,4.63,1,82.0,3,1.97,6.7,6.32,8.14,13.1,13.5,7.2,15.7,High-Risk
445,20,Female,1,4.67,3,73.7,3,2.02,3.56,4.17,5.2,7.7,11.4,8.6,10.5,High-Risk
446,20,Female,3,5.75,4,70.9,2,1.65,4.9,7.31,4.77,11.1,13.6,8.2,14.2,High-Risk
447,18,Male,1,7.64,1,94.9,0,2.92,6.95,7.71,5.93,19.0,19.8,12.6,24.3,Moderate-Risk
448,22,Female,3,7.47,0,84.0,0,5.16,7.18,1.38,5.97,23.4,19.7,11.7,26.1,Good-Performance
449,20,Male,2,6.93,1,82.8,0,1.89,5.18,6.07,8.2,10.2,10.8,6.4,14.5,High-Risk
450,18,Female,3,2.99,2,58.0,3,0.23,3.18,7.92,7.22,6.3,9.3,3.9,11.6,High-Risk
451,22,Female,4,5.91,4,68.2,0,2.71,3.25,5.85,4.74,10.3,14.4,6.3,18.6,Moderate-Risk
452,22,Male,2,8.02,1,72.1,1,3.7,7.14,4.81,5.91,12.4,18.8,9.4,21.1,Moderate-Risk
453,19,Female,1,7.23,2,91.7,0,3.72,4.65,2.24,3.14,7.7,17.1,8.9,25.4,Moderate-Risk
454,17,Female,4,6.03,1,91.0,1,4.38,8.34,4.27,7.62,18.8,18.0,9.7,17.4,Moderate-Risk
